grid_id,external_id_type,external_id
grid.416213.3,ISNI,0000 0004 0460 0556
grid.416214.4,ISNI,0000 0004 0446 6131
grid.416215.5,ISNI,0000 0000 9558 5208
grid.416215.5,OrgRef,11585189
grid.416215.5,Wikidata,Q7374823
grid.416216.6,ISNI,0000 0004 0622 7775
grid.416216.6,FundRef,501100006297
grid.416219.9,ISNI,0000 0004 0568 6419
grid.416220.3,ISNI,0000 0000 9882 0349
grid.416220.3,OrgRef,5522892
grid.416220.3,Wikidata,Q7374854
grid.416221.2,ISNI,0000 0000 8625 3965
grid.416222.1,ISNI,0000 0004 0400 7007
grid.416223.0,ISNI,0000 0004 0450 5161
grid.416223.0,OrgRef,10736424
grid.416223.0,Wikidata,Q14716287
grid.416224.7,ISNI,0000 0004 0417 0648
grid.416224.7,OrgRef,9060085
grid.416224.7,Wikidata,Q7374889
grid.416225.6,ISNI,0000 0000 8610 7239
grid.416225.6,OrgRef,2272310
grid.416225.6,Wikidata,Q7374890
grid.416226.5,ISNI,0000 0004 0450 5567
grid.416227.4,ISNI,0000 0004 0617 7616
grid.416227.4,OrgRef,22375789
grid.416227.4,Wikidata,Q7374967
grid.416228.b,ISNI,0000 0004 0451 8771
grid.416228.b,OrgRef,8983457
grid.416228.b,Wikidata,Q7574134
grid.416229.a,ISNI,0000 0004 0646 3575
grid.416229.a,OrgRef,1390469
grid.416229.a,Wikidata,Q3145206
grid.416230.2,ISNI,0000 0004 0406 3236
grid.416230.2,FundRef,100001347
grid.416231.3,ISNI,0000 0004 0637 2235
grid.416231.3,Wikidata,Q6930826
grid.416232.0,ISNI,0000 0004 0399 1866
grid.416232.0,Wikidata,Q7374970
grid.416233.1,ISNI,0000 0004 0451 7584
grid.416235.7,ISNI,0000 0004 0435 8608
grid.416236.4,ISNI,0000 0004 0639 6587
grid.416237.5,ISNI,0000 0004 0418 9357
grid.416237.5,FundRef,100010193
grid.416237.5,Wikidata,Q6727718
grid.416241.4,OrgRef,34894683
grid.416241.4,Wikidata,Q14957107
grid.416242.7,ISNI,0000 0004 0446 8102
grid.416243.6,ISNI,0000 0000 9738 7977
grid.416245.0,ISNI,0000 0004 0428 1604
grid.416249.c,ISNI,0000 0004 0374 067X
grid.416250.4,ISNI,0000 0004 0443 0956
grid.416251.5,ISNI,0000 0001 0821 8993
grid.416252.6,ISNI,0000 0000 9634 2734
grid.416252.6,OrgRef,2854194
grid.416252.6,Wikidata,Q14956750
grid.416254.0,ISNI,0000 0004 0505 0832
grid.416255.1,ISNI,0000 0004 1768 1324
grid.416255.1,Wikidata,Q6934030
grid.416256.2,ISNI,0000 0001 0669 1613
grid.416256.2,OrgRef,2355177
grid.416256.2,Wikidata,Q3520640
grid.416257.3,ISNI,0000 0001 0682 4092
grid.416257.3,OrgRef,5614178
grid.416257.3,Wikidata,Q7585631
grid.416258.c,ISNI,0000 0004 0383 3921
grid.416258.c,FundRef,100009942
grid.416258.c,OrgRef,19015867
grid.416258.c,Wikidata,Q6934523
grid.416259.d,ISNI,0000 0004 0386 2271
grid.416259.d,OrgRef,2134474
grid.416259.d,Wikidata,Q7375028
grid.416260.7,ISNI,0000 0004 4687 1098
grid.416261.6,ISNI,0000 0004 0520 538X
grid.416262.5,ISNI,0000 0004 0629 621X
grid.416263.4,ISNI,0000 0004 1765 9645
grid.416263.4,OrgRef,3519654
grid.416263.4,Wikidata,Q7585815
grid.416265.2,ISNI,0000 0004 1767 487X
grid.416265.2,OrgRef,22555516
grid.416265.2,Wikidata,Q14956788
grid.416266.1,ISNI,0000 0000 9009 9462
grid.416266.1,OrgRef,7108193
grid.416266.1,Wikidata,Q7038594
grid.416267.0,ISNI,0000 0004 1792 1041
grid.416267.0,OrgRef,19604363
grid.416267.0,Wikidata,Q6728817
grid.416269.e,ISNI,0000 0004 1774 6300
grid.416270.6,ISNI,0000 0000 8813 3684
grid.416270.6,OrgRef,7822294
grid.416270.6,Wikidata,Q8038122
grid.416271.7,ISNI,0000 0004 0639 0580
grid.416273.5,ISNI,0000 0004 0596 7077
grid.416274.2,ISNI,0000 0004 0457 7309
grid.416276.0,ISNI,0000 0004 1801 1795
grid.416277.1,ISNI,0000 0004 0442 8653
grid.416277.1,OrgRef,27462092
grid.416277.1,Wikidata,Q6730060
grid.416279.f,ISNI,0000 0004 0616 2203
grid.416281.8,ISNI,0000 0004 0399 9948
grid.416281.8,OrgRef,8774153
grid.416281.8,Wikidata,Q7381902
grid.416282.b,ISNI,0000000418047691
grid.416285.c,ISNI,0000 0004 4657 4683
grid.416286.f,ISNI,0000 0004 1793 9129
grid.416286.f,OrgRef,33050426
grid.416286.f,Wikidata,Q7586268
grid.416287.e,ISNI,0000 0004 0430 2858
grid.416287.e,OrgRef,4634313
grid.416287.e,Wikidata,Q7383498
grid.416288.1,ISNI,0000 0004 1767 3463
grid.416288.1,OrgRef,33219186
grid.416288.1,Wikidata,Q7586326
grid.416290.8,ISNI,0000 0004 1759 7093
grid.416291.9,ISNI,0000 0004 1775 0609
grid.416291.9,OrgRef,6257755
grid.416291.9,Wikidata,Q7383551
grid.416292.a,ISNI,0000 0004 1759 8897
grid.416294.c,ISNI,0000 0004 0475 0204
grid.416295.d,ISNI,0000 0004 0531 5079
grid.416296.e,ISNI,0000 0004 1768 0743
grid.416296.e,OrgRef,12189275
grid.416296.e,Wikidata,Q4862059
grid.416297.f,ISNI,0000 0004 0388 8201
grid.416298.0,ISNI,0000 0004 0642 6969
grid.416299.1,ISNI,0000 0004 0642 711X
grid.416300.0,ISNI,0000 0001 0570 2800
grid.416300.0,OrgRef,7134030
grid.416300.0,Wikidata,Q6733499
grid.416301.1,ISNI,0000 0004 1767 8344
grid.416301.1,OrgRef,11959048
grid.416301.1,Wikidata,Q6733506
grid.416302.2,ISNI,0000 0004 0484 3312
grid.416302.2,Wikidata,Q6734848
grid.416303.3,ISNI,0000 0004 1758 2035
grid.416304.4,ISNI,0000 0004 0398 7664
grid.416304.4,OrgRef,22766117
grid.416304.4,Wikidata,Q6735522
grid.416305.5,ISNI,0000 0004 0616 2377
grid.416306.6,ISNI,0000 0001 0679 2430
grid.416306.6,OrgRef,4549185
grid.416306.6,Wikidata,Q6735870
grid.416308.8,ISNI,0000 0004 1805 3485
grid.416310.1,ISNI,0000 0004 1765 2670
grid.416311.0,ISNI,0000 0004 0433 3945
grid.416311.0,FundRef,100008955
grid.416316.7,ISNI,0000 0004 0642 8817
grid.416317.6,ISNI,0000 0000 8897 2840
grid.416318.9,ISNI,0000 0004 4684 9173
grid.416320.2,ISNI,0000 0004 1772 1760
grid.416322.0,ISNI,0000 0004 0369 727X
grid.416323.1,ISNI,0000 0004 0384 2369
grid.416324.6,ISNI,0000 0004 0571 327X
grid.416326.4,ISNI,0000 0004 0458 359X
grid.416326.4,OrgRef,2554975
grid.416326.4,Wikidata,Q6936903
grid.416330.3,ISNI,0000 0000 8494 2564
grid.416330.3,OrgRef,21871141
grid.416330.3,Wikidata,Q3265086
grid.416332.1,ISNI,0000 0000 9887 307X
grid.416333.0,ISNI,0000 0004 1766 0312
grid.416335.6,ISNI,0000 0004 0609 1628
grid.416335.6,OrgRef,32415197
grid.416335.6,OrgRef,14240062
grid.416335.6,Wikidata,Q7040801
grid.416335.6,Wikidata,Q14956771
grid.416336.5,ISNI,0000 0004 0466 8622
grid.416338.b,ISNI,0000 0004 0376 2078
grid.416338.b,OrgRef,9107173
grid.416338.b,Wikidata,Q6941171
grid.416339.a,ISNI,0000 0004 0436 0556
grid.416339.a,OrgRef,12638733
grid.416339.a,Wikidata,Q7586717
grid.416340.4,ISNI,0000 0004 0400 7816
grid.416340.4,OrgRef,10500837
grid.416340.4,Wikidata,Q6941188
grid.416341.5,ISNI,0000 0004 0445 5336
grid.416341.5,Wikidata,Q7592391
grid.416342.6,ISNI,0000 0004 0378 3565
grid.416345.1,ISNI,0000 0004 1767 2356
grid.416345.1,OrgRef,23809430
grid.416345.1,Wikidata,Q7042086
grid.416347.3,ISNI,0000 0004 0386 1631
grid.416347.3,OrgRef,9900195
grid.416347.3,Wikidata,Q4318620
grid.416348.c,ISNI,0000 0004 0418 7036
grid.416350.5,ISNI,0000 0004 0448 6212
grid.416350.5,OrgRef,23587684
grid.416350.5,Wikidata,Q7401016
grid.416351.4,ISNI,0000 0004 1789 6237
grid.416352.7,ISNI,0000 0004 5932 2709
grid.416352.7,OrgRef,4289981
grid.416352.7,Wikidata,Q6947795
grid.416353.6,ISNI,0000 0000 9244 0345
grid.416353.6,OrgRef,1919470
grid.416353.6,Wikidata,Q164946
grid.416355.0,ISNI,0000 0004 0475 0976
grid.416356.3,ISNI,0000 0000 8791 8068
grid.416356.3,OrgRef,21523009
grid.416356.3,Wikidata,Q7587335
grid.416359.c,ISNI,0000 0004 0422 3236
grid.416359.c,OrgRef,6976214
grid.416359.c,Wikidata,Q7592763
grid.416360.6,ISNI,0000 0004 1767 2516
grid.416360.6,OrgRef,39081292
grid.416360.6,Wikidata,Q17042870
grid.416361.7,ISNI,0000 0004 0428 2009
grid.416362.4,ISNI,0000 0004 0456 5893
grid.416362.4,Wikidata,Q18354239
grid.416363.5,ISNI,0000 0004 1759 7835
grid.416364.2,ISNI,0000 0004 0383 801X
grid.416364.2,OrgRef,5229458
grid.416364.2,Wikidata,Q7587546
grid.416365.3,ISNI,0000 0001 1942 4266
grid.416365.3,Wikidata,Q1797958
grid.416367.1,ISNI,0000 0004 0485 6324
grid.416369.f,ISNI,0000 0004 0631 4668
grid.416371.6,ISNI,0000 0001 0558 0946
grid.416372.5,ISNI,0000 0004 1772 6481
grid.416373.4,OrgRef,47002137
grid.416375.2,ISNI,0000 0004 0641 2866
grid.416375.2,Wikidata,Q6747495
grid.416376.1,ISNI,0000 0004 0569 6596
grid.416377.0,ISNI,0000 0004 1760 672X
grid.416378.f,ISNI,0000 0004 0377 6592
grid.416380.8,ISNI,0000 0004 0635 3587
grid.416380.8,OrgRef,6583412
grid.416380.8,Wikidata,Q6749807
grid.416381.9,ISNI,0000 0001 2287 8867
grid.416381.9,Wikidata,Q2036593
grid.416382.a,ISNI,0000 0004 1764 9324
grid.416383.b,ISNI,0000 0004 1768 4525
grid.416383.b,Wikidata,Q23791700
grid.416384.c,ISNI,0000 0004 1774 7290
grid.416385.d,OrgRef,25069726
grid.416385.d,Wikidata,Q17009419
grid.416386.e,ISNI,0000 0004 0624 1470
grid.416387.f,ISNI,0000 0004 0439 8263
grid.416387.f,OrgRef,17051396
grid.416387.f,Wikidata,Q7587970
grid.416388.0,ISNI,0000 0001 1245 5369
grid.416389.1,ISNI,0000 0004 0643 0917
grid.416391.8,OrgRef,2783182
grid.416391.8,Wikidata,Q4567781
grid.416392.b,ISNI,0000 0004 0637 7175
grid.416392.b,OrgRef,6511708
grid.416392.b,Wikidata,Q6750615
grid.416394.d,ISNI,0000 0004 0400 720X
grid.416398.1,ISNI,0000 0004 0417 5393
grid.416398.1,OrgRef,3528203
grid.416398.1,Wikidata,Q7593226
grid.416399.0,ISNI,0000 0004 1774 9106
grid.416402.5,ISNI,0000 0004 0641 3578
grid.416404.3,OrgRef,12419054
grid.416404.3,Wikidata,Q7593367
grid.416405.2,ISNI,0000 0004 0383 2961
grid.416409.e,ISNI,0000 0004 0617 8280
grid.416409.e,OrgRef,6112006
grid.416409.e,Wikidata,Q7588411
grid.416410.6,ISNI,0000 0004 1797 3730
grid.416410.6,OrgRef,4774792
grid.416410.6,Wikidata,Q7398430
grid.416411.7,ISNI,0000 0004 1768 2001
grid.416411.7,OrgRef,20043148
grid.416411.7,Wikidata,Q7054153
grid.416414.2,ISNI,0000 0004 0641 3770
grid.416415.3,ISNI,0000 0004 1756 4611
grid.416416.0,ISNI,0000 0004 4903 8157
grid.416416.0,Wikidata,Q4570702
grid.416417.1,ISNI,0000 0004 0569 6780
grid.416418.e,ISNI,0000 0004 1760 5524
grid.416419.f,ISNI,0000 0004 1757 684X
grid.416420.5,ISNI,0000 0000 9821 3960
grid.416420.5,Wikidata,Q6762118
grid.416421.4,ISNI,0000 0004 0413 0435
grid.416422.7,ISNI,0000 0004 1760 2489
grid.416424.1,ISNI,0000 0004 0578 5986
grid.416424.1,Wikidata,Q7593655
grid.416425.0,ISNI,0000 0004 0399 7969
grid.416425.0,Wikidata,Q7593593
grid.416426.3,ISNI,0000 0001 0447 4404
grid.416427.2,ISNI,0000 0004 0399 7168
grid.416427.2,OrgRef,5031065
grid.416427.2,Wikidata,Q7055120
grid.416428.d,ISNI,0000 0004 0595 8015
grid.416429.c,ISNI,0000 0004 0454 3141
grid.416429.c,OrgRef,47002135
grid.416431.5,ISNI,0000 0004 0453 0957
grid.416431.5,OrgRef,19029263
grid.416431.5,Wikidata,Q7397235
grid.416432.6,ISNI,0000 0004 1770 8558
grid.416432.6,OrgRef,4013662
grid.416432.6,Wikidata,Q7588789
grid.416433.7,ISNI,0000 0004 0368 6001
grid.416434.0,ISNI,0000 0004 0383 529X
grid.416437.3,ISNI,0000 0004 0431 3258
grid.416440.3,ISNI,0000 0004 0445 3365
grid.416440.3,Wikidata,Q7055753
grid.416441.2,ISNI,0000 0004 0457 8213
grid.416441.2,OrgRef,8354884
grid.416441.2,Wikidata,Q7252476
grid.416444.7,ISNI,0000 0004 0370 2980
grid.416445.6,ISNI,0000 0004 0616 1702
grid.416446.5,ISNI,0000 0004 0368 0478
grid.416446.5,OrgRef,47000959
grid.416448.b,ISNI,0000 0000 9674 4717
grid.416450.2,ISNI,0000 0004 0400 7971
grid.416450.2,OrgRef,4532282
grid.416450.2,Wikidata,Q7056035
grid.416454.6,ISNI,0000 0004 0471 6938
grid.416455.7,OrgRef,25663356
grid.416455.7,Wikidata,Q7056084
grid.416456.4,ISNI,0000 0004 0459 1397
grid.416457.5,ISNI,0000 0004 1775 4175
grid.416458.a,ISNI,0000 0004 0387 167X
grid.416458.a,Wikidata,Q6774437
grid.416459.b,ISNI,0000 0004 5902 3442
grid.416459.b,OrgRef,40730577
grid.416459.b,Wikidata,Q15075385
grid.416460.1,ISNI,0000 0004 0373 2418
grid.416460.1,Wikidata,Q6961352
grid.416462.3,ISNI,0000 0000 9013 4846
grid.416463.2,ISNI,0000 0004 0625 9427
grid.416464.5,ISNI,0000 0004 0380 0396
grid.416465.4,ISNI,0000 0000 9747 6718
grid.416465.4,OrgRef,23333868
grid.416465.4,Wikidata,Q2945878
grid.416467.6,ISNI,0000 0004 1807 8279
grid.416467.6,OrgRef,2453783
grid.416467.6,Wikidata,Q7400018
grid.416468.9,ISNI,0000 0004 0631 9063
grid.416469.8,ISNI,0000 0004 0453 8238
grid.416470.0,ISNI,0000 0004 4656 4290
grid.416470.0,Wikidata,Q7589793
grid.416471.1,ISNI,0000 0004 0372 096X
grid.416471.1,OrgRef,11848061
grid.416471.1,Wikidata,Q14956766
grid.416472.2,ISNI,0000 0001 0039 7042
grid.416472.2,Wikidata,Q7589799
grid.416473.3,ISNI,0000 0004 1763 0797
grid.416474.4,ISNI,0000 0004 0402 7884
grid.416475.5,ISNI,0000 0004 0569 4320
grid.416476.6,ISNI,0000 0004 0451 8501
grid.416477.7,ISNI,0000 0001 2168 3646
grid.416477.7,Wikidata,Q7056650
grid.416478.8,ISNI,0000 0001 0286 6594
grid.416480.f,ISNI,0000 0004 0376 0953
grid.416481.e,ISNI,0000 0004 0448 7450
grid.416482.d,ISNI,0000 0004 0518 8225
grid.416484.b,ISNI,0000 0004 0647 5533
grid.416485.a,ISNI,0000 0000 9841 3217
grid.416485.a,FundRef,100007106
grid.416485.a,OrgRef,22862262
grid.416485.a,Wikidata,Q14716212
grid.416487.8,ISNI,0000 0004 0455 4449
grid.416488.7,ISNI,0000 0001 0563 481X
grid.416489.6,ISNI,0000 0004 0387 8118
grid.416490.e,ISNI,0000 0004 1794 4665
grid.416491.f,ISNI,0000 0001 0709 8547
grid.416491.f,FundRef,100006671
grid.416492.c,ISNI,0000 0000 8746 0333
grid.416493.d,ISNI,0000 0000 8731 247X
grid.416495.b,ISNI,0000 0004 0383 0587
grid.416495.b,OrgRef,18915871
grid.416495.b,Wikidata,Q7073004
grid.416496.8,ISNI,0000 0004 0440 5144
grid.416496.8,OrgRef,11691818
grid.416496.8,Wikidata,Q7401259
grid.416497.9,ISNI,0000 0004 1804 7157
grid.416498.6,ISNI,0000 0001 0021 3995
grid.416498.6,OrgRef,4842571
grid.416498.6,Wikidata,Q6784222
grid.416499.7,ISNI,0000 0004 0595 441X
grid.416500.6,ISNI,0000 0004 1764 7353
grid.416501.7,ISNI,0000 0004 0439 6727
grid.416503.5,ISNI,0000 0004 4690 9607
grid.416504.2,ISNI,0000 0004 1796 819X
grid.416505.3,ISNI,0000 0001 0080 7697
grid.416505.3,OrgRef,7725773
grid.416505.3,Wikidata,Q14875635
grid.416507.1,ISNI,0000 0004 0450 0360
grid.416507.1,OrgRef,10072475
grid.416507.1,Wikidata,Q7401436
grid.416509.f,OrgRef,34438291
grid.416509.f,Wikidata,Q6965482
grid.416510.7,OrgRef,11823408
grid.416510.7,Wikidata,Q7589963
grid.416511.6,ISNI,0000 0004 0378 6934
grid.416511.6,Wikidata,Q6784252
grid.416512.5,ISNI,0000 0004 0402 1394
grid.416512.5,OrgRef,5133571
grid.416512.5,Wikidata,Q7057064
grid.416517.0,ISNI,0000 0004 0630 7855
grid.416519.e,ISNI,0000 0004 0468 9079
grid.416521.5,ISNI,0000 0004 0623 9821
grid.416522.6,ISNI,0000 0004 0573 9058
grid.416523.7,ISNI,0000 0004 0641 2620
grid.416523.7,OrgRef,2179369
grid.416523.7,Wikidata,Q7594497
grid.416524.0,OrgRef,8755103
grid.416524.0,Wikidata,Q7057304
grid.416525.1,ISNI,0000 0000 9336 8146
grid.416526.2,OrgRef,24072767
grid.416526.2,Wikidata,Q2945713
grid.416527.3,ISNI,0000 0004 0377 8432
grid.416528.c,ISNI,0000 0004 0637 701X
grid.416529.d,ISNI,0000 0004 0485 2091
grid.416529.d,OrgRef,2044162
grid.416529.d,Wikidata,Q14875360
grid.416530.5,ISNI,0000 0004 0642 1869
grid.416531.4,ISNI,0000 0004 0398 9723
grid.416531.4,OrgRef,25513763
grid.416531.4,Wikidata,Q7057612
grid.416534.1,ISNI,0000 0004 0482 9406
grid.416534.1,OrgRef,30407621
grid.416534.1,Wikidata,Q7590340
grid.416535.0,ISNI,0000 0001 1017 8812
grid.416535.0,FundRef,501100007324
grid.416536.3,ISNI,0000 0004 0399 9112
grid.416536.3,Wikidata,Q7754368
grid.416537.2,ISNI,0000 0004 0511 9852
grid.416537.2,FundRef,501100005349
grid.416537.2,Wikidata,Q6971056
grid.416539.c,ISNI,0000 0001 2321 9054
grid.416539.c,Wikidata,Q6971058
grid.416541.3,ISNI,0000 0004 0614 083X
grid.416543.1,ISNI,0000 0004 0422 6138
grid.416545.7,ISNI,0000 0004 0453 1730
grid.416549.b,ISNI,0000 0004 0441 1173
grid.416549.b,Wikidata,Q7401514
grid.416552.1,ISNI,0000 0004 0497 3192
grid.416552.1,OrgRef,12049745
grid.416552.1,Wikidata,Q6786508
grid.416553.0,ISNI,0000 0000 8589 2327
grid.416553.0,OrgRef,24281036
grid.416553.0,Wikidata,Q7591153
grid.416554.7,ISNI,0000 0001 2227 3745
grid.416555.6,ISNI,0000 0004 0371 5941
grid.416555.6,OrgRef,34630952
grid.416555.6,Wikidata,Q7059745
grid.416557.4,ISNI,0000 0004 0399 6077
grid.416557.4,Wikidata,Q7595324
grid.416558.b,ISNI,0000 0004 0370 7976
grid.416558.b,OrgRef,22395156
grid.416558.b,Wikidata,Q7060003
grid.416559.a,ISNI,0000 0000 9625 7900
grid.416559.a,OrgRef,6368057
grid.416559.a,Wikidata,Q7595419
grid.416560.0,ISNI,0000 0004 0635 2381
grid.416560.0,OrgRef,7001646
grid.416560.0,Wikidata,Q6786517
grid.416561.1,ISNI,0000 0004 0443 3516
grid.416561.1,Wikidata,Q7060076
grid.416562.2,ISNI,0000 0004 0642 1666
grid.416563.3,ISNI,0000 0004 0642 1922
grid.416565.5,ISNI,0000 0001 0491 7842
grid.416565.5,OrgRef,6524528
grid.416565.5,Wikidata,Q7060339
grid.416568.8,ISNI,0000 0004 0398 9627
grid.416568.8,OrgRef,1336242
grid.416568.8,Wikidata,Q7060443
grid.416569.9,ISNI,0000 0004 0421 4575
grid.416569.9,Wikidata,Q7590339
grid.416570.1,ISNI,0000 0004 0459 1784
grid.416570.1,Wikidata,Q7402277
grid.416571.0,ISNI,0000 0004 0439 4641
grid.416572.3,OrgRef,11032592
grid.416572.3,Wikidata,Q7592097
grid.416573.2,ISNI,0000 0004 0382 0231
grid.416573.2,OrgRef,19302356
grid.416573.2,Wikidata,Q6994378
grid.416577.6,ISNI,0000 0004 0435 9301
grid.416577.6,OrgRef,19804739
grid.416577.6,Wikidata,Q7402238
grid.416578.9,ISNI,0000 0004 0608 2385
grid.416579.8,ISNI,0000 0004 0605 611X
grid.416582.c,Wikidata,Q7402270
grid.416583.d,ISNI,0000 0004 0635 2963
grid.416584.a,ISNI,0000 0004 0377 3113
grid.416585.b,ISNI,0000 0004 0486 0761
grid.416587.9,ISNI,0000 0004 1774 6503
grid.416589.7,ISNI,0000 0004 0640 6976
grid.416590.f,ISNI,0000 0001 0560 3933
grid.416590.f,OrgRef,6846384
grid.416590.f,Wikidata,Q3344269
grid.416591.e,ISNI,0000 0004 0595 7741
grid.416592.d,ISNI,0000 0004 1772 6975
grid.416593.c,ISNI,0000 0004 0434 9920
grid.416599.6,ISNI,0000 0004 1774 2406
grid.416604.1,ISNI,0000 0004 1769 8062
grid.416605.0,ISNI,0000 0004 0595 3863
grid.416606.3,ISNI,0000 0004 0450 6404
grid.416609.c,ISNI,0000 0004 0642 4752
grid.416614.0,ISNI,0000 0004 0374 0880
grid.416614.0,OrgRef,11373433
grid.416614.0,Wikidata,Q6972190
grid.416615.1,ISNI,0000 0004 0385 9099
grid.416617.3,ISNI,0000 0004 0644 3910
grid.416618.c,ISNI,0000 0004 0471 596X
grid.416619.d,ISNI,0000 0004 0636 2627
grid.416621.6,ISNI,0000 0004 0431 4920
grid.416622.5,ISNI,0000 0004 4688 2731
grid.416624.3,ISNI,0000 0004 1772 0135
grid.416625.2,ISNI,0000 0000 8488 6734
grid.416626.1,ISNI,0000 0004 0391 2793
grid.416626.1,OrgRef,32468854
grid.416626.1,Wikidata,Q7611111
grid.416628.f,ISNI,0000 0004 1760 4441
grid.416628.f,Wikidata,Q19678501
grid.416629.e,ISNI,0000 0004 0377 2137
grid.416631.7,ISNI,0000 0004 1792 324X
grid.416631.7,Wikidata,Q7611428
grid.416632.4,ISNI,0000 0004 0453 1239
grid.416634.2,OrgRef,14354815
grid.416634.2,Wikidata,Q7587971
grid.416635.3,ISNI,0000 0004 0454 3977
grid.416636.0,ISNI,0000 0004 0460 4960
grid.416636.0,OrgRef,17627053
grid.416636.0,Wikidata,Q7404125
grid.416637.1,ISNI,0000 0004 0624 9034
grid.416637.1,OrgRef,7000551
grid.416637.1,Wikidata,Q7617773
grid.416639.f,ISNI,0000 0004 0420 633X
grid.416641.0,ISNI,0000 0004 0607 2419
grid.416641.0,OrgRef,14535915
grid.416641.0,Wikidata,Q14956772
grid.416642.3,ISNI,0000 0004 0417 0779
grid.416642.3,OrgRef,11310556
grid.416642.3,Wikidata,Q7404759
grid.416643.2,ISNI,0000 0004 0441 1034
grid.416644.5,ISNI,0000 0004 0383 0982
grid.416646.7,ISNI,0000 0004 0621 3322
grid.416647.6,ISNI,0000 0004 0450 2534
grid.416648.9,ISNI,0000 0000 8986 2221
grid.416648.9,OrgRef,8750680
grid.416648.9,Wikidata,Q1509325
grid.416649.8,ISNI,0000 0004 1763 4122
grid.416651.1,ISNI,0000 0000 9120 6856
grid.416651.1,FundRef,501100004008
grid.416651.1,OrgRef,25164846
grid.416651.1,Wikidata,Q3803682
grid.416652.2,ISNI,0000 0004 0458 8999
grid.416653.3,ISNI,0000 0004 0450 5663
grid.416653.3,ISNI,0000 0004 4686 9756
grid.416653.3,FundRef,100010186
grid.416653.3,FundRef,100010195
grid.416653.3,Wikidata,Q7413343
grid.416656.6,ISNI,0000 0004 0633 3703
grid.416656.6,FundRef,100010322
grid.416656.6,Wikidata,Q17096630
grid.416657.7,ISNI,0000 0004 0630 4574
grid.416658.8,ISNI,0000 0004 0624 9181
grid.416659.9,ISNI,0000 0004 1773 3761
grid.416659.9,OrgRef,11546225
grid.416659.9,Wikidata,Q7401301
grid.416660.3,ISNI,0000 0004 1792 7961
grid.416661.2,ISNI,0000 0001 0087 4304
grid.416661.2,Wikidata,Q7622305
grid.416662.1,ISNI,0000 0004 0450 1777
grid.416663.0,ISNI,0000 0000 9206 3906
grid.416663.0,OrgRef,1966480
grid.416663.0,Wikidata,Q7624508
grid.416664.7,ISNI,0000 0004 0429 2047
grid.416665.6,ISNI,0000 0004 0647 2391
grid.416666.5,ISNI,0000 0004 0419 0980
grid.416667.4,ISNI,0000 0004 0608 3935
grid.416668.b,ISNI,0000 0004 0371 8720
grid.416671.3,ISNI,0000 0004 0420 3470
grid.416671.3,OrgRef,6894177
grid.416671.3,Wikidata,Q7588753
grid.416672.0,ISNI,0000 0004 0644 9757
grid.416673.1,ISNI,0000 0004 0457 3535
grid.416674.6,ISNI,0000 0004 0375 9389
grid.416674.6,OrgRef,40811819
grid.416674.6,Wikidata,Q17025922
grid.416675.7,ISNI,0000 0004 0394 7232
grid.416676.4,ISNI,0000 0001 2200 1395
grid.416678.a,ISNI,0000 0004 0516 9788
grid.416679.b,ISNI,0000 0004 0458 375X
grid.416682.f,ISNI,0000 0004 1761 181X
grid.416682.f,OrgRef,41466489
grid.416682.f,Wikidata,Q16952070
grid.416684.9,ISNI,0000 0004 0378 7419
grid.416685.8,ISNI,0000 0004 0647 037X
grid.416685.8,Wikidata,Q6973410
grid.416686.b,ISNI,0000 0004 0447 3729
grid.416686.b,FundRef,100002351
grid.416688.5,ISNI,0000 0004 4670 9373
grid.416688.5,OrgRef,41481909
grid.416688.5,Wikidata,Q16899615
grid.416689.4,ISNI,0000 0004 1772 1197
grid.416690.c,ISNI,0000 0004 0404 7850
grid.416691.d,ISNI,0000 0004 0471 5871
grid.416692.e,ISNI,0000 0004 0450 7802
grid.416693.f,ISNI,0000 0004 0498 8757
grid.416693.f,Wikidata,Q7928527
grid.416694.8,ISNI,0000 0004 1772 1154
grid.416695.9,ISNI,0000 0000 8855 274X
grid.416697.b,ISNI,0000 0004 0569 8102
grid.416699.5,OrgRef,24634013
grid.416699.5,Wikidata,Q7589334
grid.416700.4,ISNI,0000 0004 0440 9540
grid.416700.4,OrgRef,4495545
grid.416700.4,Wikidata,Q7895700
grid.416701.5,ISNI,0000 0004 1791 1759
grid.416702.6,ISNI,0000 0001 2186 6071
grid.416702.6,FundRef,501100002343
grid.416704.0,ISNI,0000 0000 8733 7415
grid.416705.1,ISNI,0000 0004 0440 9436
grid.416705.1,OrgRef,22902413
grid.416705.1,Wikidata,Q7589340
grid.416706.2,ISNI,0000 0004 0569 9340
grid.416707.3,ISNI,0000 0001 0368 1380
grid.416708.c,ISNI,0000 0004 0456 8226
grid.416709.d,ISNI,0000 0004 0378 1308
grid.416710.5,ISNI,0000 0004 1794 1878
grid.416710.5,FundRef,100010377
grid.416711.4,ISNI,0000 0004 0367 457X
grid.416711.4,Wikidata,Q7637190
grid.416713.6,ISNI,0000 0004 0451 0163
grid.416714.1,ISNI,0000 0004 0638 747X
grid.416715.0,ISNI,0000 0004 0493 146X
grid.416716.3,ISNI,0000 0004 0367 5636
grid.416717.2,ISNI,0000 0004 1767 5557
grid.416720.6,ISNI,0000 0004 0409 6927
grid.416721.7,ISNI,0000 0001 0742 7355
grid.416721.7,Wikidata,Q7589172
